category,bathrooms,bedrooms,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,amenities_count
housing/rent/apartment,1.0,1,Thumbnail,,2600,755,1564,34,40.9392,-73.8727,9
housing/rent/apartment,1.0,1,Thumbnail,,2570,755,351,43,32.8212,-96.7853,0
housing/rent/apartment,1.0,1,Thumbnail,,1695,755,512,4,33.7767,-117.9537,0
housing/rent/apartment,1.0,1,Thumbnail,,1655,755,1483,31,40.9472,-74.2427,5
housing/rent/apartment,1.0,1,Thumbnail,,1375,755,1209,31,40.6655,-74.2672,6
housing/rent/apartment,1.0,1,Thumbnail,,1195,755,1237,23,44.9405,-93.1027,0
housing/rent/apartment,1.0,1,Thumbnail,,1164,755,1058,20,39.4276,-76.7727,2
housing/rent/apartment,1.0,1,Thumbnail,,1075,755,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,1,Thumbnail,,1066,755,634,43,29.7714,-95.4343,2
housing/rent/apartment,1.0,1,Yes,,750,755,1110,38,40.5007,-80.0667,2
housing/rent/apartment,1.0,1,Thumbnail,,716,755,865,42,35.1211,-89.9517,11
housing/rent/apartment,1.0,1,Thumbnail,,639,755,1346,24,37.1892,-93.2908,9
housing/rent/apartment,1.0,1,Thumbnail,,2445,756,160,4,33.9299,-117.8849,9
housing/rent/apartment,1.0,1,Thumbnail,,1634,756,634,43,29.7714,-95.4343,6
housing/rent/apartment,1.0,0,Thumbnail,,1630,756,969,31,40.4841,-74.4526,0
housing/rent/apartment,1.0,2,Yes,,1495,756,303,31,39.9143,-75.0679,2
housing/rent/apartment,1.0,1,Thumbnail,,1464,756,272,14,41.8625,-87.6825,1
housing/rent/apartment,1.0,1,Thumbnail,,1225,756,133,20,38.9414,-76.9292,1
housing/rent/apartment,1.0,1,No,,1200,756,1316,10,33.8737,-84.5097,5
housing/rent/apartment,1.0,1,Thumbnail,,1195,756,133,20,38.9414,-76.9292,1
housing/rent/apartment,1.0,1,Thumbnail,,1120,756,634,43,29.7714,-95.4343,10
housing/rent/apartment,1.0,1,Thumbnail,,995,756,799,43,33.56,-101.8904,0
housing/rent/apartment,1.0,1,Thumbnail,,705,756,562,27,36.1519,-79.8168,4
housing/rent/apartment,1.0,1,Thumbnail,,1962,757,205,4,34.2299,-119.0097,8
housing/rent/apartment,1.0,1,Thumbnail,,1925,757,581,20,39.1649,-76.7156,11
housing/rent/apartment,1.0,1,Thumbnail,,1408,757,369,5,39.644,-104.9026,4
housing/rent/apartment,1.0,1,Thumbnail,,1242,757,988,45,37.0739,-76.5001,8
housing/rent/apartment,1.0,1,Thumbnail,,1202,757,128,1,33.5137,-86.7893,7
housing/rent/apartment,1.0,1,Thumbnail,,895,757,1236,10,30.7566,-81.5638,11
housing/rent/apartment,1.5,1,Thumbnail,,880,757,749,16,38.9146,-94.6318,0
housing/rent/apartment,1.0,1,Thumbnail,,565,757,634,43,29.7714,-95.4343,9
housing/rent/apartment,1.0,1,Thumbnail,,1719,758,39,22,42.2711,-83.745,1
housing/rent/apartment,1.0,1,Yes,,1667,758,1101,4,33.9883,-118.0875,11
housing/rent/apartment,1.0,1,Thumbnail,,1650,758,691,47,47.3851,-122.1882,1
housing/rent/apartment,1.0,1,Thumbnail,,1200,758,365,48,43.0619,-88.4017,6
housing/rent/apartment,1.0,1,Thumbnail,,1181,758,369,5,39.9288,-104.9456,0
housing/rent/apartment,1.0,2,Yes,,1000,758,964,19,41.6505,-70.9367,3
housing/rent/apartment,1.0,1,Thumbnail,,949,758,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,1,Thumbnail,,800,758,634,43,29.7714,-95.4343,0
housing/rent/apartment,1.0,1,Thumbnail,,734,758,1243,43,29.4624,-98.5253,11
housing/rent/apartment,1.0,2,Thumbnail,,675,758,767,29,40.8062,-96.6778,2
housing/rent/apartment,1.0,1,Thumbnail,,630,758,35,15,40.1065,-85.6788,9
housing/rent/apartment,1.0,1,Thumbnail,,2450,759,1463,4,37.9003,-122.0495,10
housing/rent/apartment,1.0,1,Thumbnail,,2053,759,956,42,36.137,-86.783,4
housing/rent/apartment,1.0,1,Thumbnail,,2050,759,581,20,39.1649,-76.7156,11
housing/rent/apartment,1.0,1,Thumbnail,,1705,759,69,43,30.3054,-97.7497,6
housing/rent/apartment,1.0,1,Thumbnail,,1190,759,48,9,28.6921,-81.5149,8
housing/rent/apartment,1.0,1,Thumbnail,,1150,759,1112,31,40.6277,-74.4334,1
housing/rent/apartment,1.0,1,Thumbnail,,1141,759,745,10,34.0072,-84.0034,2
housing/rent/apartment,1.0,1,Thumbnail,,1120,759,500,45,38.2867,-77.5015,0
housing/rent/apartment,1.0,1,Thumbnail,,1059,759,198,23,44.7594,-93.2817,10
housing/rent/apartment,1.0,1,Thumbnail,,1029,759,634,43,29.7714,-95.4343,1
housing/rent/apartment,1.0,1,Thumbnail,,877,759,912,43,29.5677,-95.521,1
housing/rent/apartment,1.0,1,Thumbnail,,739,759,138,15,39.1471,-86.5136,9
housing/rent/apartment,1.0,2,Thumbnail,,675,759,800,43,31.3059,-94.7684,0
housing/rent/apartment,1.0,1,Thumbnail,,670,759,847,35,41.5781,-83.6642,7
housing/rent/apartment,1.0,1,Thumbnail,,2240,760,1553,19,42.4849,-71.1568,9
housing/rent/apartment,1.0,1,Thumbnail,,1915,760,272,14,41.8625,-87.6825,2
housing/rent/apartment,1.0,2,Thumbnail,,1850,760,793,4,34.0899,-118.2932,2
housing/rent/apartment,1.0,1,Thumbnail,,1595,760,899,31,40.7236,-74.3006,0
housing/rent/apartment,1.0,1,Thumbnail,,1565,760,1036,43,31.8666,-102.3901,3
housing/rent/apartment,1.0,1,Thumbnail,,1475,760,197,46,44.5072,-73.2452,0
housing/rent/apartment,1.5,1,Yes,,1443,760,337,20,39.0073,-76.6827,5
housing/rent/apartment,1.0,2,Thumbnail,,1406,760,272,14,41.8625,-87.6825,1
housing/rent/apartment,1.0,3,Thumbnail,,1320,760,1503,15,40.4969,-86.9659,4
housing/rent/apartment,1.0,1,Thumbnail,,1300,760,906,23,44.9235,-93.4704,9
housing/rent/apartment,1.0,1,Thumbnail,,1175,760,922,43,30.4006,-95.6106,0
housing/rent/apartment,1.0,1,Yes,,1175,760,830,31,39.9539,-74.9955,3
housing/rent/apartment,1.0,1,Thumbnail,,1170,760,351,43,32.7826,-96.777,8
housing/rent/apartment,1.0,3,Thumbnail,,1050,760,250,14,40.1145,-88.2723,2
housing/rent/apartment,1.0,1,Thumbnail,,975,760,21,10,34.0791,-84.2039,3
housing/rent/apartment,1.0,1,Yes,,966,760,52,43,32.696,-97.0878,14
housing/rent/apartment,1.0,1,Thumbnail,,960,760,254,27,35.9276,-79.0406,4
housing/rent/apartment,1.0,2,Thumbnail,,890,760,1563,47,46.599,-120.5572,0
housing/rent/apartment,1.0,1,Thumbnail,,813,760,232,27,35.7695,-78.7966,3
housing/rent/apartment,1.0,1,Thumbnail,,800,760,762,17,38.0172,-84.4931,6
housing/rent/apartment,1.0,1,Thumbnail,,774,760,449,15,37.9906,-87.5563,8
housing/rent/apartment,1.0,1,Thumbnail,,744,760,461,2,36.0785,-94.1531,9
housing/rent/apartment,1.0,1,Thumbnail,,695,760,740,33,36.2548,-115.5263,10
housing/rent/apartment,1.0,2,Thumbnail,,660,760,721,15,40.3613,-86.9005,5
housing/rent/apartment,1.0,2,Thumbnail,,630,760,1346,24,37.1892,-93.2908,5
housing/rent/apartment,1.0,1,Thumbnail,,2375,761,1474,19,42.3718,-71.1785,9
housing/rent/apartment,1.0,1,Thumbnail,,2220,761,407,31,40.8367,-74.1027,5
housing/rent/apartment,2.0,2,Thumbnail,,1750,761,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,1,Yes,,1725,761,688,47,47.75,-122.24,1
housing/rent/apartment,1.0,1,Thumbnail,,1228,761,290,9,28.5401,-81.7602,4
housing/rent/apartment,1.0,1,Thumbnail,,1150,761,589,48,43.1096,-88.3501,7
housing/rent/apartment,1.0,0,Thumbnail,,1751,762,52,45,38.8571,-77.0609,0
housing/rent/apartment,1.0,1,Thumbnail,,1551,762,351,43,32.8212,-96.7853,0
housing/rent/apartment,1.0,1,Thumbnail,,1495,762,1466,39,41.7248,-71.2657,10
housing/rent/apartment,1.0,1,Thumbnail,,1400,762,946,14,42.2689,-88.061,0
housing/rent/apartment,1.0,1,Thumbnail,,1314,762,60,10,33.7848,-84.3922,2
housing/rent/apartment,1.0,1,Thumbnail,,1455,763,181,5,39.9156,-105.0876,0
housing/rent/apartment,1.0,1,Thumbnail,,1190,763,528,20,39.1627,-76.6354,3
housing/rent/apartment,1.0,1,No,,1190,763,528,20,39.1627,-76.6354,8
housing/rent/apartment,1.0,1,Yes,,1055,763,528,20,39.1627,-76.6354,8
housing/rent/apartment,1.0,1,Thumbnail,,1027,763,740,33,36.2811,-115.3036,2
housing/rent/apartment,2.0,2,Thumbnail,,2199,764,1285,47,47.616,-122.3275,0
housing/rent/apartment,1.0,1,Thumbnail,,1349,764,996,45,36.8532,-76.2902,3
housing/rent/apartment,1.0,1,Thumbnail,,1309,764,996,45,36.8532,-76.2902,3
housing/rent/apartment,1.0,1,Thumbnail,,920,764,60,10,33.7848,-84.3922,9
housing/rent/apartment,1.0,1,Thumbnail,,725,764,585,41,43.4299,-96.6968,0
housing/rent/apartment,1.0,2,Thumbnail,,2626,765,19,19,42.3584,-71.1318,11
housing/rent/apartment,1.0,1,Thumbnail,,1425,765,1555,23,44.9032,-92.9227,10
housing/rent/apartment,1.0,1,Thumbnail,,1380,765,471,31,40.8511,-74.7078,3
housing/rent/apartment,1.0,1,Thumbnail,,1380,765,471,31,40.8511,-74.7078,3
housing/rent/apartment,1.0,1,Thumbnail,,1320,765,471,31,40.8511,-74.7078,3
housing/rent/apartment,1.0,1,Thumbnail,,1225,765,471,31,40.8511,-74.7078,3
housing/rent/apartment,1.0,1,Thumbnail,,1205,765,471,31,40.8511,-74.7078,3
housing/rent/apartment,1.0,1,Yes,,1180,765,471,31,40.8511,-74.7078,3
housing/rent/apartment,1.0,2,Thumbnail,,1175,765,819,30,42.9833,-71.4574,3
housing/rent/apartment,1.0,1,Thumbnail,,1016,765,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,925,765,634,43,29.8224,-95.5405,1
housing/rent/apartment,2.0,2,Thumbnail,,858,765,903,48,43.0531,-87.9659,3
housing/rent/apartment,1.0,1,Thumbnail,,369,765,750,15,40.0539,-86.4686,11
housing/rent/apartment,1.0,1,Thumbnail,,2240,766,412,31,40.8342,-73.9735,3
housing/rent/apartment,1.0,1,Thumbnail,,1695,766,956,42,36.137,-86.783,0
housing/rent/apartment,1.0,1,Thumbnail,,1135,766,1270,9,27.4081,-82.5233,4
housing/rent/apartment,1.0,1,Thumbnail,,1035,766,69,43,30.3054,-97.7497,4
housing/rent/apartment,1.0,1,Thumbnail,,925,766,721,15,40.3613,-86.9005,5
housing/rent/apartment,1.0,1,Thumbnail,,640,766,476,48,43.7815,-88.4411,3
housing/rent/apartment,1.0,1,Thumbnail,,288,766,886,15,41.7092,-86.8652,5
housing/rent/apartment,1.0,1,Yes,,1640,767,581,20,39.1649,-76.7156,7
housing/rent/apartment,1.0,1,Yes,,1617,767,581,20,39.1649,-76.7156,7
housing/rent/apartment,1.0,2,Thumbnail,,1599,767,1237,23,44.9405,-93.1027,0
housing/rent/apartment,1.0,1,Thumbnail,,1264,767,69,43,30.3054,-97.7497,4
housing/rent/apartment,1.0,1,Thumbnail,,1161,767,1178,47,47.4696,-122.1655,13
housing/rent/apartment,1.0,1,Thumbnail,,1019,767,1217,43,30.5118,-97.6873,3
housing/rent/apartment,1.0,1,Thumbnail,,810,767,254,27,35.9276,-79.0406,4
housing/rent/apartment,1.0,1,Thumbnail,,795,767,731,15,41.5256,-86.277,7
housing/rent/apartment,1.0,1,Thumbnail,,636,767,971,15,41.7068,-86.4812,6
housing/rent/apartment,1.0,1,Thumbnail,,1409,768,481,5,40.534,-105.0444,2
housing/rent/apartment,1.0,1,Thumbnail,,1407,768,481,5,40.534,-105.0444,3
housing/rent/apartment,1.0,1,Thumbnail,,1400,768,903,48,43.0531,-87.9659,7
housing/rent/apartment,1.0,1,Thumbnail,,1150,768,1501,44,41.2205,-112.0172,8
housing/rent/apartment,1.0,1,Thumbnail,,1149,768,580,45,37.0451,-76.3664,9
housing/rent/apartment,1.0,1,Thumbnail,,1085,768,1217,43,30.5118,-97.6873,0
housing/rent/apartment,1.0,1,Thumbnail,,915,768,351,43,32.9455,-96.7962,4
housing/rent/apartment,1.0,1,Thumbnail,,850,768,93,48,43.4614,-88.8407,0
housing/rent/apartment,1.0,1,Thumbnail,,750,768,1311,41,43.5106,-96.7532,0
housing/rent/apartment,1.0,1,Thumbnail,,1250,769,351,43,32.9333,-96.7835,2
housing/rent/apartment,1.0,1,Thumbnail,,1113,769,1069,9,28.1041,-82.6789,1
housing/rent/apartment,1.0,1,Thumbnail,,1033,769,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,1,Thumbnail,,894,769,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,2600,770,69,43,39.8163,-98.5576,0
housing/rent/apartment,1.0,1,Yes,,1750,770,424,31,40.6623,-74.2087,6
housing/rent/apartment,1.0,1,Thumbnail,,1745,770,1202,20,39.0521,-77.119,4
housing/rent/apartment,1.0,1,Thumbnail,,1632,770,581,20,39.1649,-76.7156,8
housing/rent/apartment,1.0,1,Thumbnail,,1475,770,806,47,47.8318,-122.2834,5
housing/rent/apartment,1.0,2,Thumbnail,,1455,770,810,48,43.0724,-89.4003,4
housing/rent/apartment,1.0,1,Thumbnail,,1425,770,508,20,39.1474,-77.2032,1
housing/rent/apartment,1.0,1,Thumbnail,,1380,770,351,43,32.8004,-96.7887,2
housing/rent/apartment,1.0,1,Thumbnail,,1325,770,305,20,39.204,-76.8558,0
housing/rent/apartment,1.0,1,Thumbnail,,1271,770,1558,10,34.1216,-84.515,1
housing/rent/apartment,1.0,2,Thumbnail,,1250,770,535,30,43.0592,-71.5794,0
housing/rent/apartment,1.0,1,Thumbnail,,1190,770,528,20,39.1627,-76.6354,8
housing/rent/apartment,1.0,1,Thumbnail,,1185,770,528,20,39.1627,-76.6354,8
housing/rent/apartment,1.0,1,No,,1185,770,1414,31,40.2206,-74.7174,0
housing/rent/apartment,1.0,2,Thumbnail,,1025,770,1241,44,40.7061,-111.9048,0
housing/rent/apartment,1.0,1,Thumbnail,,931,770,279,35,39.156,-84.3714,9
housing/rent/apartment,1.0,1,Thumbnail,,905,770,197,27,36.0334,-79.4909,8
housing/rent/apartment,1.0,1,Thumbnail,,850,770,279,35,39.1679,-84.4933,9
housing/rent/apartment,1.0,2,Thumbnail,,845,770,1005,33,36.2342,-115.144,2
housing/rent/apartment,1.0,2,Thumbnail,,783,770,1205,2,36.3267,-94.0643,8
housing/rent/apartment,1.0,1,Thumbnail,,750,770,607,27,35.9709,-80.0068,2
housing/rent/apartment,1.0,1,Thumbnail,,750,770,607,27,36.0909,-79.9272,2
housing/rent/apartment,1.0,2,Thumbnail,,675,770,1549,27,36.0953,-80.3243,0
housing/rent/apartment,1.0,1,Thumbnail,,650,770,549,22,42.7435,-84.7427,5
housing/rent/apartment,1.0,1,Thumbnail,,625,770,138,14,40.4775,-88.9786,7
housing/rent/apartment,1.0,1,No,,2490,771,1084,4,34.1474,-118.1391,2
housing/rent/apartment,1.0,1,Thumbnail,,1565,771,471,31,40.8511,-74.7078,3
housing/rent/apartment,1.0,1,Thumbnail,,1035,771,1243,43,29.4624,-98.5253,5
housing/rent/apartment,1.0,1,Yes,,1005,771,447,43,32.8255,-97.1039,2
housing/rent/apartment,1.0,1,Thumbnail,,975,771,1363,35,41.1735,-81.4497,8
housing/rent/apartment,1.0,1,Thumbnail,,2173,772,1468,7,38.9348,-77.059,0
housing/rent/apartment,1.0,1,Thumbnail,,1967,772,1468,7,38.9348,-77.059,0
housing/rent/apartment,1.0,1,Thumbnail,,1964,772,1468,7,38.9348,-77.059,0
housing/rent/apartment,1.0,1,Yes,,1420,772,1113,31,40.3346,-74.5794,4
housing/rent/apartment,1.0,1,Thumbnail,,1390,772,744,31,40.2659,-74.6959,1
housing/rent/apartment,1.0,1,Thumbnail,,1259,772,69,43,30.3054,-97.7497,4
housing/rent/apartment,1.0,1,Thumbnail,,1220,772,1113,31,40.3346,-74.5794,4
housing/rent/apartment,1.0,1,Thumbnail,,1025,772,579,27,34.3955,-77.6527,6
housing/rent/apartment,1.0,1,Thumbnail,,993,772,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,1,Thumbnail,,1595,773,1050,14,41.61,-87.8566,5
housing/rent/apartment,1.0,1,Thumbnail,,1515,773,398,23,44.8144,-93.1655,0
housing/rent/apartment,1.0,1,Thumbnail,,1515,773,351,43,32.8008,-96.8049,12
housing/rent/apartment,1.0,1,Thumbnail,,1090,773,1097,48,43.0801,-88.2546,0
housing/rent/apartment,1.0,1,Thumbnail,,975,773,809,10,32.833,-83.6723,0
housing/rent/apartment,1.0,1,Yes,,955,773,279,35,39.05,-84.3439,0
housing/rent/apartment,2.0,2,Thumbnail,,945,773,351,43,32.6692,-96.8751,1
housing/rent/apartment,1.0,1,Thumbnail,,2564,774,1084,4,34.1474,-118.1391,4
housing/rent/apartment,1.0,1,Yes,,2207,774,785,4,33.7696,-118.1926,3
housing/rent/apartment,2.0,2,Thumbnail,,1960,774,250,14,40.1145,-88.2723,6
housing/rent/apartment,1.0,1,Thumbnail,,1365,774,1379,10,34.0648,-84.0849,7
housing/rent/apartment,1.0,1,Yes,,1310,774,555,43,32.9314,-97.0956,13
housing/rent/apartment,1.0,1,Thumbnail,,1300,774,903,48,43.0591,-87.8847,0
housing/rent/apartment,1.0,1,Thumbnail,,1127,774,747,43,30.5104,-97.9027,3
housing/rent/apartment,1.0,1,Thumbnail,,1125,774,1100,3,33.5178,-112.0848,0
housing/rent/apartment,1.0,1,Thumbnail,,1050,774,1114,43,33.0869,-96.7971,2
housing/rent/apartment,1.0,1,Thumbnail,,1010,774,1041,29,41.2562,-96.0404,9
housing/rent/apartment,1.0,1,Thumbnail,,959,774,1243,43,29.4602,-98.6876,7
housing/rent/apartment,1.0,1,Thumbnail,,850,774,324,43,27.7332,-97.4058,0
housing/rent/apartment,2.0,2,Thumbnail,,739,774,461,2,36.0785,-94.1531,7
housing/rent/apartment,1.0,1,Thumbnail,,2250,775,919,31,40.8206,-74.2133,0
housing/rent/apartment,1.0,1,Thumbnail,,1982,775,69,43,30.3054,-97.7497,7
housing/rent/apartment,1.0,2,Thumbnail,,1745,775,1155,31,40.6077,-74.2824,0
housing/rent/apartment,1.0,1,Thumbnail,,1570,775,321,4,33.8618,-117.5596,2
housing/rent/apartment,1.0,1,Thumbnail,,1399,775,69,43,30.3054,-97.7497,5
housing/rent/apartment,1.0,2,Thumbnail,,1386,775,1110,38,40.4448,-79.9725,0
housing/rent/apartment,1.0,1,Thumbnail,,1299,775,69,43,30.3054,-97.7497,3
housing/rent/apartment,2.0,2,Thumbnail,,1260,775,1503,15,40.4969,-86.9659,4
housing/rent/apartment,1.0,2,Thumbnail,,1204,775,369,5,39.7883,-104.8265,8
housing/rent/apartment,1.0,1,Yes,,1181,775,188,31,40.8866,-74.7498,6
housing/rent/apartment,1.0,1,Thumbnail,,1120,775,188,31,40.8866,-74.7498,6
housing/rent/apartment,1.0,2,Thumbnail,,1050,775,108,27,35.2418,-81.0401,0
housing/rent/apartment,1.0,1,Thumbnail,,1050,775,1235,23,44.9368,-93.3605,0
housing/rent/apartment,1.0,1,Thumbnail,,1039,775,69,43,30.3054,-97.7497,2
housing/rent/apartment,1.0,1,Thumbnail,,1000,775,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,1,Thumbnail,,999,775,1241,44,40.7061,-111.9048,0
housing/rent/apartment,1.0,1,No,,999,775,835,10,33.9683,-84.4394,4
housing/rent/apartment,1.0,1,Thumbnail,,989,775,905,23,44.9855,-93.3023,0
housing/rent/apartment,1.0,2,Thumbnail,,960,775,306,35,39.9974,-82.9829,1
housing/rent/apartment,1.0,1,Thumbnail,,875,775,553,35,39.9872,-83.0439,0
housing/rent/apartment,1.0,2,Thumbnail,,850,775,1041,29,41.2562,-96.0404,0
housing/rent/apartment,1.0,1,Thumbnail,,840,775,190,34,42.9112,-78.8171,4
housing/rent/apartment,1.0,1,Thumbnail,,814,775,634,43,29.7714,-95.4343,9
housing/rent/apartment,1.0,2,Thumbnail,,780,775,372,12,41.5839,-93.6754,6
housing/rent/apartment,1.0,1,Thumbnail,,698,775,580,45,37.0451,-76.3664,7
housing/rent/apartment,1.0,1,Thumbnail,,2707,776,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,1,Thumbnail,,1822,776,658,47,47.5481,-122.0471,14
housing/rent/apartment,1.0,1,Thumbnail,,1526,776,940,31,39.9478,-74.9117,5
housing/rent/apartment,1.0,1,Thumbnail,,1497,776,1460,20,38.6293,-76.9675,3
housing/rent/apartment,1.0,1,Thumbnail,,1438,776,351,43,32.9395,-96.8387,5
housing/rent/apartment,1.0,1,Thumbnail,,1416,776,351,43,32.9395,-96.8387,5
housing/rent/apartment,1.0,1,Yes,,1400,776,940,31,39.9478,-74.9117,5
housing/rent/apartment,1.0,1,Yes,,1269,776,318,38,40.5059,-80.1869,4
housing/rent/apartment,1.0,1,Thumbnail,,1249,776,351,43,32.8261,-96.7472,1
housing/rent/apartment,1.0,1,Thumbnail,,1225,776,1243,43,29.4624,-98.5253,0
housing/rent/apartment,1.0,2,Thumbnail,,1130,776,64,1,32.5975,-85.4777,7
housing/rent/apartment,1.0,1,Thumbnail,,1100,776,1415,37,45.528,-122.3979,0
housing/rent/apartment,1.0,1,Thumbnail,,835,776,907,28,48.2469,-101.3017,0
housing/rent/apartment,1.0,1,Thumbnail,,805,776,820,28,46.8296,-100.8908,2
housing/rent/apartment,1.0,1,Thumbnail,,2221,777,793,4,34.053,-118.2637,1
housing/rent/apartment,1.0,1,Thumbnail,,2100,777,1246,4,32.7876,-117.1265,2
housing/rent/apartment,1.0,1,Thumbnail,,2000,777,814,19,42.4299,-71.0581,8
housing/rent/apartment,1.0,1,Yes,,1913,777,305,20,39.2144,-76.8797,4
housing/rent/apartment,1.0,1,Thumbnail,,1554,777,69,43,30.3054,-97.7497,4
housing/rent/apartment,1.0,1,Thumbnail,,1447,777,955,30,42.7527,-71.4854,3
housing/rent/apartment,1.0,1,Thumbnail,,1019,777,634,43,29.7714,-95.4343,1
housing/rent/apartment,1.0,1,Thumbnail,,850,777,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,2,Thumbnail,,835,777,1401,5,39.8895,-104.9641,3
housing/rent/apartment,1.0,1,Thumbnail,,820,777,1038,36,35.471,-97.5299,4
housing/rent/apartment,1.0,1,Thumbnail,,720,777,1311,41,43.5329,-96.7265,0
housing/rent/apartment,1.0,1,Yes,,1435,778,1308,20,39.0829,-77.0612,3
housing/rent/apartment,1.0,1,Thumbnail,,1120,778,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,1,Thumbnail,,1109,778,740,33,36.0993,-115.2838,4
housing/rent/apartment,1.0,2,Thumbnail,,2595,779,1285,47,47.616,-122.3275,3
housing/rent/apartment,1.0,1,Thumbnail,,2123,779,1083,31,40.862,-74.4061,1
housing/rent/apartment,1.0,1,Thumbnail,,2123,779,1083,31,40.862,-74.4061,1
housing/rent/apartment,1.0,1,Thumbnail,,1907,779,956,42,36.137,-86.783,5
housing/rent/apartment,1.0,1,Thumbnail,,1691,779,1527,48,43.1091,-87.8962,0
housing/rent/apartment,1.0,1,Thumbnail,,1610,779,605,45,38.9554,-77.386,4
housing/rent/apartment,1.0,1,Thumbnail,,1222,779,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,1,Yes,,1068,779,447,43,32.8524,-97.0886,5
housing/rent/apartment,1.0,1,Thumbnail,,2170,780,497,42,35.9393,-86.8716,4
housing/rent/apartment,1.0,2,Thumbnail,,2150,780,1246,4,32.7876,-117.1265,0
housing/rent/apartment,1.0,1,Thumbnail,,2050,780,103,47,47.6156,-122.2109,5
housing/rent/apartment,1.0,2,Thumbnail,,1700,780,1252,4,33.1463,-117.1694,0
housing/rent/apartment,1.0,1,Yes,,1652,780,806,47,47.8616,-122.2729,3
housing/rent/apartment,1.0,1,Yes,,1605,780,1308,20,39.0017,-77.0353,3
housing/rent/apartment,1.0,1,Yes,,1581,780,862,47,47.6163,-122.2365,2
housing/rent/apartment,1.0,1,Thumbnail,,1421,780,69,43,30.3054,-97.7497,6
housing/rent/apartment,1.0,1,Thumbnail,,1356,780,267,45,36.7124,-76.2965,4
housing/rent/apartment,1.0,1,Thumbnail,,1315,780,34,0,61.1723,-149.8414,3
housing/rent/apartment,1.0,2,No,,1295,780,580,30,42.9338,-70.8233,0
housing/rent/apartment,1.0,1,Thumbnail,,1245,780,742,20,39.0614,-76.8511,12
housing/rent/apartment,1.0,1,Thumbnail,,1190,780,450,47,47.9338,-122.2052,0
housing/rent/apartment,1.0,1,Thumbnail,,1161,780,1386,9,28.0076,-82.4792,6
housing/rent/apartment,1.0,1,Thumbnail,,1149,780,731,23,44.6526,-93.2482,9
housing/rent/apartment,2.0,2,Thumbnail,,1138,780,1385,9,30.4601,-84.2714,5
housing/rent/apartment,1.0,1,Thumbnail,,1089,780,1051,9,28.5163,-81.3644,4
housing/rent/apartment,1.0,2,Yes,,1060,780,304,5,38.8503,-104.7586,4
housing/rent/apartment,1.0,1,Thumbnail,,1030,780,1228,23,45.5509,-94.1725,3
housing/rent/apartment,1.0,1,Thumbnail,,1017,780,745,10,33.9222,-84.0725,10
housing/rent/apartment,1.0,1,Thumbnail,,990,780,357,12,41.5486,-90.5922,11
housing/rent/apartment,1.0,1,Thumbnail,,970,780,1219,22,42.5067,-83.1545,0
housing/rent/apartment,1.0,2,Yes,,950,780,304,5,38.8862,-104.7389,6
housing/rent/apartment,1.0,1,Thumbnail,,855,780,60,10,33.7848,-84.3922,8
housing/rent/apartment,1.0,1,Thumbnail,,848,780,611,35,40.0329,-83.1377,3
housing/rent/apartment,1.0,1,Thumbnail,,821,780,857,27,36.0913,-79.2861,3
housing/rent/apartment,1.0,2,Thumbnail,,784,780,463,24,38.4988,-90.4592,10
housing/rent/apartment,1.0,1,Thumbnail,,780,780,587,22,42.6101,-82.836,0
housing/rent/apartment,1.0,1,Thumbnail,,755,780,1110,38,40.4448,-79.9725,6
housing/rent/apartment,1.0,2,Thumbnail,,740,780,1311,41,43.5329,-96.7265,7
housing/rent/apartment,1.0,2,Thumbnail,,695,780,30,12,42.0259,-93.6516,0
housing/rent/apartment,1.0,2,Thumbnail,,695,780,30,12,42.0259,-93.6516,0
housing/rent/apartment,1.0,1,Thumbnail,,661,780,1531,35,41.5978,-81.4642,1
housing/rent/apartment,1.0,2,Thumbnail,,550,780,1298,12,40.7602,-95.3688,0
housing/rent/apartment,1.0,1,No,,1754,781,1308,20,39.0017,-77.0353,2
housing/rent/apartment,1.0,1,Thumbnail,,1450,781,1036,43,31.8666,-102.3901,1
housing/rent/apartment,1.0,1,Thumbnail,,1440,781,724,4,33.6119,-117.3645,1
housing/rent/apartment,1.0,1,Thumbnail,,1068,781,397,27,36.0346,-78.869,4
housing/rent/apartment,1.0,1,Thumbnail,,919,781,634,43,29.7714,-95.4343,3
housing/rent/apartment,1.0,1,Thumbnail,,765,781,103,29,41.1378,-95.9392,11
housing/rent/apartment,1.0,1,Yes,,2385,782,699,47,47.6869,-122.1896,4
housing/rent/apartment,1.0,1,Thumbnail,,2015,782,572,31,40.8876,-74.0499,0
